PARCEL_ID,address
00616023,05401  KIDDER AVE Cleveland OH
00616024,02230 W 53 ST Cleveland OH
00616025,02228 W 53 ST Cleveland OH
00616026,02222 W 53 ST Cleveland OH
00616027,02220 W 53 ST Cleveland OH
00616028,02214 W 53 ST Cleveland OH
00616029, W 53 ST Cleveland OH
00616031,05300  TRAIN AVE Cleveland OH
00616034,05312  TRAIN AVE Cleveland OH
00616035,05316  TRAIN AVE Cleveland OH
00616036,05400  TRAIN AVE Cleveland OH
00616037,05406  TRAIN AVE Cleveland OH
00616038,05410  TRAIN AVE Cleveland OH
00616039,05412  TRAIN AVE Cleveland OH
00616040,05416  TRAIN AVE Cleveland OH
00616041,05504  TRAIN AVE Cleveland OH
00616042,05512  TRAIN AVE Cleveland OH
00616049,05700  TRAIN AVE Cleveland OH
00616050,05708  TRAIN AVE Cleveland OH
00616051,5709  TRAIN AVE Cleveland OH
00616059,05503  TRAIN AVE Cleveland OH
00616060,05419  TRAIN AVE Cleveland OH
00616061,05415  TRAIN AVE Cleveland OH
00616062,05411  TRAIN AVE Cleveland OH
00616063,05407  TRAIN AVE Cleveland OH
00616072,05403  KIDDER AVE Cleveland OH
00616077,05608  CLARK AVE Cleveland OH
00616081,00000  WALWORTH AVE Cleveland OH
00616083,02196 W 59 ST Cleveland OH
00616084,02196 W WEST 59TH ST Cleveland OH
00616095,03080 W 56 ST Cleveland OH
00616096,03078 W 56 ST Cleveland OH
00616097,02206 W 53 ST Cleveland OH
00616098,02232 W 53 ST Cleveland OH
00616099,03082--03084 W 56 ST Cleveland OH
00616102,05502  TRAIN AVE Cleveland OH
00616103,02236 W 53 ST Cleveland OH
00616106,02226 W 53 ST Cleveland OH
00617048,00000  WALWORTH RD Cleveland OH
00617053,00000 W 59 ST Cleveland OH
00617054,02161 W 59 ST Cleveland OH
00617088,05601  WALWORTH RD Cleveland OH
00617096,00000 W 55 ST Cleveland OH
00617101,02145 W 58 ST Cleveland OH
00617106,05500  WALWORTH RD Cleveland OH
00617107,  WALWORTH RD Cleveland OH
00617108, W 55 RD Cleveland OH
00617110,05320  SWISS CT Cleveland OH
00617111,05315  SWISS CT Cleveland OH
00617112,02128 W 55 ST Cleveland OH
00617113,02130 W 55 ST Cleveland OH
00617114,05500  WALWORTH AVE Cleveland OH
00617115,02128 W 53 ST Cleveland OH
00617116,02116 W 53 ST Cleveland OH
00617117,00000 W 53 ST Cleveland OH
00617118,05312  SWISS CT Cleveland OH
00617119,02100 W 53 ST Cleveland OH
00617120,05316  SWISS CT Cleveland OH
00618016,05709  LORAIN AVE Cleveland OH
00618017,05609  LORAIN AVE Cleveland OH
00618018,05415  LORAIN AVE Cleveland OH
00618019,05407  LORAIN AVE Cleveland OH
00618020,05333  LORAIN AVE Cleveland OH
00618021,05325  LORAIN AVE Cleveland OH
00618022,05321  LORAIN AVE Cleveland OH
00618023,02014 W 53 ST Cleveland OH
00618025,02020 W 53 ST Cleveland OH
00618038, W 55 ST Cleveland OH
00618047,02011 W 55 ST Cleveland OH
00618050,02052 W 55 ST Cleveland OH
00618101,05301  LORAIN AVE Cleveland OH
00618111,5505-09  LORAIN AVE Cleveland OH
00618112,5607  LORAIN AVE Cleveland OH
00619002,05201-05207  LORAIN AVE Cleveland OH
00619003,02005 W 52 ST Cleveland OH
00619004,05107  LORAIN ST Cleveland OH
00619005,05027  LORAIN ST Cleveland OH
00619006,5017  LORAIN ST Cleveland OH
00619007,05011  LORAIN ST Cleveland OH
00619008,05001  LORAIN ST Cleveland OH
00619009,04909  LORAIN ST Cleveland OH
00619010,04809  LORAIN ST Cleveland OH
00619029,02018 W 50 ST Cleveland OH
00619030,02022 W 50 ST Cleveland OH
00619031,02026 W 50 ST Cleveland OH
00619032,02032 W 50 ST Cleveland OH
00619033,02038 W 50 ST Cleveland OH
00619034,00000 W 50  ST Cleveland OH
00619035,02042 W 50 ST Cleveland OH
00619037,02033 W 52 ST Cleveland OH
00619038,2027 W 52 ST Cleveland OH
00619039,02025 W 52 ST Cleveland OH
00619040,02021 W 52 ST Cleveland OH
00619041,02017 W 52 ST Cleveland OH
00619042,02015 W 52 ST Cleveland OH
00619043,02026 W 52 ST Cleveland OH
00619045,02030 W 52 ST Cleveland OH
00619050,05231  LORAIN AVE Cleveland OH
00619051,02010 W 50 ST Cleveland OH
00619053,02034  W 50 ST Cleveland OH
00619054,02034 W 50 ST Cleveland OH
00620010,4607-4609  LORAIN AVE Cleveland OH
00620011,04601  LORAIN AVE Cleveland OH
00620014,04461  LORAIN AVE Cleveland OH
00620015,04453  LORAIN AVE Cleveland OH
00620016,04445  LORAIN AVE Cleveland OH
00620018,04441  LORAIN AVE Cleveland OH
00620019,04431  LORAIN AVE Cleveland OH
00620020,04425  LORAIN AVE Cleveland OH
00620021,04407  LORAIN AVE Cleveland OH
00620022,00000 W 44 ST Cleveland OH
00620023,02026 W 44 ST Cleveland OH
00620024,02028 W 44 ST Cleveland OH
00620025,02030 W 44 ST Cleveland OH
00620026,02034 W 44 ST Cleveland OH
00620027,02038 W 44 ST Cleveland OH
00620028,02040 W 44 ST Cleveland OH
00620029,02042 W 44 ST Cleveland OH
00620030,02044 W 44 ST Cleveland OH
00620031,02050 W 44 ST Cleveland OH
00620032,02052 W 44 ST Cleveland OH
00620033,02054 W 44 ST Cleveland OH
00620034,02058 W 44 ST Cleveland OH
00620035,02060 W 44 ST Cleveland OH
00620036,02064 W 44 ST Cleveland OH
00620037,02068 W 44 ST Cleveland OH
00620038,02072 W 44 ST Cleveland OH
00620039,02074 W 44 ST Cleveland OH
00620040,04410  BAILEY AVE Cleveland OH
00620041,02086 W 44 ST Cleveland OH
00620042,2092 W 44 ST Cleveland OH
00620043,02094 W 44 ST Cleveland OH
00620044,02100 W 44 ST Cleveland OH
00620047,02087 W 45 ST Cleveland OH
00620048,02083 W 45 ST Cleveland OH
00620049,02079 W 45 ST Cleveland OH
00620050,02077 W 45 ST Cleveland OH
00620051,02075 W 45 ST Cleveland OH
00620052,02071 W 45 ST Cleveland OH
00620053,04417  BAILEY AVE Cleveland OH
00620054,04416  BAILEY AVE Cleveland OH
00620055,02065 W 45 ST Cleveland OH
00620056,02061 W 45 ST Cleveland OH
00620057,02055 W 45 ST Cleveland OH
00620058,02051 W 45 ST Cleveland OH
00620059,02049 W 45 ST Cleveland OH
00620060,02045 W 45 ST Cleveland OH
00620062,02037 W 45 ST Cleveland OH
00620063,02031 W 45 ST Cleveland OH
00620064,02029 W 45 ST Cleveland OH
00620065,02025 W 45 ST Cleveland OH
00620066,02021 W 45 ST Cleveland OH
00620067,02017 W 45 ST Cleveland OH
00620069,02022 W 45 ST Cleveland OH
00620070,02026 W 45 ST Cleveland OH
00620071,02028 W 45 ST Cleveland OH
00620072,02032 W 45 ST Cleveland OH
00620073,02036 W 45 ST Cleveland OH
00620074,02040 W 45 ST Cleveland OH
00620076,02048 W 45 ST Cleveland OH
00620077,02052 W 45 ST Cleveland OH
00620078,02056 W 45 ST Cleveland OH
00620079,02060 W 45 ST Cleveland OH
00620080,02064 W 45 ST Cleveland OH
00620081,02068 W 45 ST Cleveland OH
00620082,02072 W 45 ST Cleveland OH
00620083,02074 W 45 ST Cleveland OH
00620084,02080 W 45 ST Cleveland OH
00620085,02086 W 45 ST Cleveland OH
00620089,02069 W 47 ST Cleveland OH
00620090,02065 W 47 ST Cleveland OH
00620094,02049 W 47 ST Cleveland OH
00620095,02045 W 47 ST Cleveland OH
00620096,02039 W 47 ST Cleveland OH
00620097,02033 W 47 ST Cleveland OH
00620100,02025 W 47 ST Cleveland OH
00620101,02021 W 47 ST Cleveland OH
00620102,02015-17 W 47 ST Cleveland OH
00620103,02013 W 47 ST Cleveland OH
00620109,02040 W 47 ST Cleveland OH
00620110,02042 W 47 ST Cleveland OH
00620111,02046 W 47 ST Cleveland OH
00620112,02050 W 47 ST Cleveland OH
00620113,02056 W 47 ST Cleveland OH
00620114,02058 W 47 ST Cleveland OH
00620115,02062 W 47 ST Cleveland OH
00620116,02068 W 47 ST Cleveland OH
00620117,02070 W 47 ST Cleveland OH
00620119,02053 W 48 ST Cleveland OH
00620120,02049 W 48 ST Cleveland OH
00620121,02043 W 48 ST Cleveland OH
00620131,02081 W 45 ST Cleveland OH
00620132,02072 W 48 ST Cleveland OH
00620134,02078 W 44 ST Cleveland OH
00620137,02066 W 47 ST Cleveland OH
00620139,02053 W 45 ST Cleveland OH
00620141,02045 W 48 ST Cleveland OH
00620142,04511  LORAIN AVE Cleveland OH
00620143, W 46 ST Cleveland OH
00620147,04757  LORAIN AVE  Cleveland OH
00620149,04517   LORAIN  RD Cleveland OH
00620150,02027 W 47 ST Cleveland OH
00621012, 02157 W 53 ST Cleveland OH
00621017,02196  JUNCTION RD Cleveland OH
00621018,02194  JUNCTION RD Cleveland OH
00621019,02192  JUNCTION RD Cleveland OH
00621020,02188  JUNCTION RD Cleveland OH
00621021,04715  FENWICK AVE Cleveland OH
00621022,04719  FENWICK AVE Cleveland OH
00621023,04720  WALWORTH AVE Cleveland OH
00621024,04726  WALWORTH AVE Cleveland OH
00621025,04730  WALWORTH AVE Cleveland OH
00621026,04740  WALWORTH AVE Cleveland OH
00621027,04744  WALWORTH AVE Cleveland OH
00621028,04750  WALWORTH AVE Cleveland OH
00621029,04756  WALWORTH AVE Cleveland OH
00621030,04914  WALWORTH RD Cleveland OH
00621031,04809  FENWICK AVE Cleveland OH
00621032,4817  FENWICK AVE Cleveland OH
00621033,  FENWICK AVE Cleveland OH
00621082, W 49 ST Cleveland OH
00621094,04807  FENWICK AVE Cleveland OH
00621095,04916  WALWORTH RD Cleveland OH
00621100,04751  FENWICK AVE Cleveland OH
00621101,04749  FENWICK AVE Cleveland OH
00621102,04745  FENWICK AVE Cleveland OH
00621103,04743  FENWICK AVE Cleveland OH
00621104,4741  FENWICK AVE Cleveland OH
00621105,04739  FENWICK AVE Cleveland OH
00621106,4735  FENWICK AVE Cleveland OH
00621107,04731  FENWICK AVE Cleveland OH
00621108,04729  FENWICK AVE Cleveland OH
00621109,04727  FENWICK AVE Cleveland OH
00621110,04725  FENWICK AVE Cleveland OH
00621111,04723  FENWICK AVE Cleveland OH
00621117,04724  WALWORTH AVE Cleveland OH
00621118,  WALWORTH  AVE Cleveland OH
00621119,  FENWIICK AVE Cleveland OH
00621122,02149 W 53 AVE Cleveland OH
00621123,00000  JUNCTION RD Cleveland OH
00622002,  CONOVA AVE Cleveland OH
00622012,02127 W 48 ST Cleveland OH
00622013,04734  FENWICK AVE Cleveland OH
00622014,04730  FENWICK AVE Cleveland OH
00622015,04726  FENWICK AVE Cleveland OH
00622016,04720  FENWICK AVE Cleveland OH
00622017,04718  FENWICK AVE Cleveland OH
00622018,04714  FENWICK AVE Cleveland OH
00622019,04710  FENWICK AVE Cleveland OH
00622020,04704  FENWICK AVE Cleveland OH
00622021,04700  FENWICK AVE Cleveland OH
00622022,04600  FENWICK RD Cleveland OH
00622023,04510  FENWICK AVE Cleveland OH
00622024,04506  FENWICK AVE Cleveland OH
00622025,02176 W 45 ST Cleveland OH
00622026,04414  FENWICK AVE Cleveland OH
00622027,04403  FENWICK AVE Cleveland OH
00622028,00000  FENWICK AVE Cleveland OH
00622029,04415  FENWICK AVE Cleveland OH
00622031,04423  FENWICK AVE Cleveland OH
00622032,04429  FENWICK AVE Cleveland OH
00622033,04501  FENWICK AVE Cleveland OH
00622034,04503  FENWICK AVE Cleveland OH
00622035,04507  FENWICK AVE Cleveland OH
00622036,04509  FENWICK AVE Cleveland OH
00622037,04511  FENWICK AVE Cleveland OH
00622038,04601  FENWICK AVE Cleveland OH
00622039,04603  FENWICK AVE Cleveland OH
00622040,04701  FENWICK AVE Cleveland OH
00622041,04705  FENWICK AVE Cleveland OH
00622042,04709  FENWICK AVE Cleveland OH
00622043,02181  JUNCTION RD Cleveland OH
00622047,04706  WALWORTH AVE Cleveland OH
00622048,04704  WALWORTH AVE Cleveland OH
00622051,02196 W 44 ST Cleveland OH
00622053,02186 W 44 ST Cleveland OH
00622054,02182 W 44 ST Cleveland OH
00622055,02176 W 44 ST Cleveland OH
00622056,02172 W 44 ST Cleveland OH
00622057,02168 W 44 ST Cleveland OH
00622080,02151 W 45 ST Cleveland OH
00622081,02153 W 45 ST Cleveland OH
00622082,02159 W 45 ST Cleveland OH
00622083,02163 W 45 ST Cleveland OH
00622084,02167 W 45 ST Cleveland OH
00622085,02171 W 45 ST Cleveland OH
00622086,02175 W 45 ST Cleveland OH
00622087,02177 W 45 ST Cleveland OH
00622088,02172 W 45 ST Cleveland OH
00622089,02168 W 45 ST Cleveland OH
00622090,02164 W 45 ST Cleveland OH
00622091,02160 W 45 ST Cleveland OH
00622092,02158 W 45 ST Cleveland OH
00622095,02148 W 45 ST Cleveland OH
00622116,02141 W 47 ST Cleveland OH
00622117,02145 W 47 ST Cleveland OH
00622118,02149 W 47 ST Cleveland OH
00622119,02151 W 47 ST Cleveland OH
00622120,02153 W 47 ST Cleveland OH
00622121,02157 W 47 ST Cleveland OH
00622122,02159 W 47 ST Cleveland OH
00622123,02165 W 47 ST Cleveland OH
00622124,02152 W 47 ST Cleveland OH
00622125,02146 W 47 ST Cleveland OH
00622126,02140 W 47 ST Cleveland OH
00622140,04407  FENWICK AVE Cleveland OH
00622141,  JUNCTION RD Cleveland OH
00622142,04714  WALWORTH AVE Cleveland OH
00622145,04505  FENWICK AVE Cleveland OH
00622147,02181 W 45 ST Cleveland OH
00622149,04502  FENWICK AVE Cleveland OH
00622154,02166 W 45 ST Cleveland OH
00622155,02144 W 47 ST Cleveland OH
00623002,02201  JUNCTION RD Cleveland OH
00623003,04700  TRAIN AVE Cleveland OH
00623004,04900  TRAIN AVE Cleveland OH
00623005,05004  TRAIN AVE Cleveland OH
00623006,05008  TRAIN AVE Cleveland OH
00623007,05012  TRAIN AVE Cleveland OH
00623008,00000  TRAIN AVE Cleveland OH
00623009,5200  TRAIN AVE Cleveland OH
00623012,05201  TRAIN AVE Cleveland OH
00623013,05005  TRAIN AVE Cleveland OH
00623015,04905  TRAIN AVE Cleveland OH
00623017,03025 W 48 ST Cleveland OH
00623018,03033 W 48 ST Cleveland OH
00623019,03035 W 48 ST Cleveland OH
00623020,03041 W 48 ST Cleveland OH
00623021,03045 W 48 ST Cleveland OH
00623022,03049 W 48 ST Cleveland OH
00623023,03053 W 48 ST Cleveland OH
00623024,03057 W 48 ST Cleveland OH
00623025,03063 W 48 ST Cleveland OH
00623026,03065 W 48 ST Cleveland OH
00623027,03069 W 48 ST Cleveland OH
00623028,03073 W 48 ST Cleveland OH
00623029,03077 W 48 ST Cleveland OH
00623030,04810  CLARK AVE Cleveland OH
00623035,03068 W 48 ST Cleveland OH
00623036,03066 W 48 ST Cleveland OH
00623037,03062 W 48 ST Cleveland OH
00623038,03058 W 48 ST Cleveland OH
00623039,03054 W 48 ST Cleveland OH
00623040,03050 W 48 ST Cleveland OH
00623041,03046 W 48 ST Cleveland OH
00623042,03023-27 W 51 ST Cleveland OH
00623043,03029 W 51 ST Cleveland OH
00623044,03033 W 51 ST Cleveland OH
00623045,03035 W 51 ST Cleveland OH
00623046,03039 W 51 ST Cleveland OH
00623047,03045 W 51 ST Cleveland OH
00623048,03049 W 51 ST Cleveland OH
00623049,03053 W 51 ST Cleveland OH
00623050,03057 W 51 ST Cleveland OH
00623051,03059 W 51 ST Cleveland OH
00623052,03063 W 51 ST Cleveland OH
00623053,00000 W 51 ST Cleveland OH
00623056,05110  CLARK AVE Cleveland OH
00623057,03072 W 51 ST Cleveland OH
00623058,03068 W 51 ST Cleveland OH
00623059,03066 W 51 ST Cleveland OH
00623060,03062 W 51 ST Cleveland OH
00623061,03056 W 51 ST Cleveland OH
00623062,03052 W 51 ST Cleveland OH
00623063,03048 W 51 ST Cleveland OH
00623064,03044 W 51 ST Cleveland OH
00623065,0 W 51 ST Cleveland OH
00623066,03036 W 51 ST Cleveland OH
00623067,03032 W 51 ST Cleveland OH
00623068,03026 W 51 ST Cleveland OH
00623069,03024 W 51 ST Cleveland OH
00623070,03020 W 51 ST Cleveland OH
00623071,03016 W 51 ST Cleveland OH
00623072,03012 W 51 ST Cleveland OH
00623074,05200  TRAIN AVE Cleveland OH
00623075,02193 W 53 ST Cleveland OH
00623076,02199 W 53 ST Cleveland OH
00623077,02201 W 53 ST Cleveland OH
00623078,02205 W 53 ST Cleveland OH
00623079,02209 W 53 ST Cleveland OH
00623080,02211 W 53 ST Cleveland OH
00623081,02217 W 53 ST Cleveland OH
00623082,02221 W 53 ST Cleveland OH
00623083,02225 W 53 ST Cleveland OH
00623084,02229 W 53 ST Cleveland OH
00623085,02233 W 53 ST Cleveland OH
00623086,02237 W 53 ST Cleveland OH
00623087,02239 W 53 ST Cleveland OH
00623088,02243 W 53 ST Cleveland OH
00623089,02247 W 53 ST Cleveland OH
00623090,02251 W 53 ST Cleveland OH
00623091,05204  CLARK AVE Cleveland OH
00623092,05200  CLARK AVE Cleveland OH
00623093,05116  CLARK AVE Cleveland OH
00623097,04814  CLARK AVE Cleveland OH
00623100,04798  CLARK AVE Cleveland OH
00623101,04716  CLARK AVE Cleveland OH
00623102,03060 W 48 ST Cleveland OH
00623103,05000  TRAIN AVE Cleveland OH
00623104,05111  TRAIN AVE Cleveland OH
00623106,05001  TRAIN ST Cleveland OH
00623107,03046 W 51 ST Cleveland OH
00623108,03051 W 50 ST Cleveland OH
00623109,03029 W 48 ST Cleveland OH
00624005,04500  TRAIN AVE Cleveland OH
00624009,04409  TRAIN AVE Cleveland OH
00624012,03036 W 44 ST Cleveland OH
00624014,03044 W 44 ST Cleveland OH
00624015,03048 W 44 ST Cleveland OH
00624016,03052 W 44 ST Cleveland OH
00624017,03056 W 44 ST Cleveland OH
00624018,03060 W 44 ST Cleveland OH
00624019,03064 W 44 ST Cleveland OH
00624020,03068 W 44 ST Cleveland OH
00624021,03072 W 44 ST Cleveland OH
00624022,03076 W 44 ST Cleveland OH
00624023,03078 W 44 ST Cleveland OH
00624024,04400  CLARK AVE Cleveland OH
00624025,04418  CLARK AVE Cleveland OH
00624026,03071 W 46 ST Cleveland OH
00624029,04512  CLARK AVE Cleveland OH
00624030,04600  CLARK AVE Cleveland OH
00624031,04606  CLARK AVE Cleveland OH
00624032,04610  CLARK AVE Cleveland OH
00624037,03068 W 47 ST Cleveland OH
00624038,03064 W 47 ST Cleveland OH
00624039,03060 W 47 ST Cleveland OH
00624040,03056 W 47 ST Cleveland OH
00624041,03052 W 47 ST Cleveland OH
00624042,03048 W 47 ST Cleveland OH
00624043,03040 W 47 ST Cleveland OH
00624045,03036 W 47 ST Cleveland OH
00624046,03030 W 47 ST Cleveland OH
00624047,03028 W 47 ST Cleveland OH
00624048,03024 W 47 ST Cleveland OH
00624049,03020 W 47 ST Cleveland OH
00624050,03018 W 47 ST Cleveland OH
00624052,03008 W 47 ST Cleveland OH
00624053,03009 W 47 ST Cleveland OH
00624054,03021 W 47 ST Cleveland OH
00624055,03025 W 47 ST Cleveland OH
00624056,03031 W 47 ST Cleveland OH
00624057,03035 W 47 ST Cleveland OH
00624058,03039 W 47 ST Cleveland OH
00624059,03043 W 47 ST Cleveland OH
00624060,03047 W 47 ST Cleveland OH
00624061,03051 W 47 ST Cleveland OH
00624062,03057 W 47 ST Cleveland OH
00624063,03061 W 47 ST Cleveland OH
00624064,03063 W 47 ST Cleveland OH
00624067,03071 W 47 ST Cleveland OH
00624068,04614  CLARK AVE Cleveland OH
00624069,03080 W 46 ST Cleveland OH
00624070,03076 W 46 ST Cleveland OH
00624071,03072 W 46 ST Cleveland OH
00624072,03070 W 46 ST Cleveland OH
00624073,03066 W 46 ST Cleveland OH
00624074,03062 W 46 ST Cleveland OH
00624076,03054 W 46 ST Cleveland OH
00624077,03050 W 46 ST Cleveland OH
00624078,03046 W 46 ST Cleveland OH
00624079,03042 W 46 ST Cleveland OH
00624080,03038 W 46 ST Cleveland OH
00624081,03034 W 46 ST Cleveland OH
00624082,03030 W 46 ST Cleveland OH
00624083,03026 W 46 ST Cleveland OH
00624084,03022 W 46 ST Cleveland OH
00624087,03021 W 46 ST Cleveland OH
00624088,03025 W 46 ST Cleveland OH
00624089,03029 W 46 ST Cleveland OH
00624090,03033 W 46 ST Cleveland OH
00624091,03037 W 46 ST Cleveland OH
00624092,03041 W 46 ST Cleveland OH
00624093,03045 W 46 ST Cleveland OH
00624094,03051 W 46 ST Cleveland OH
00624095,00000 W 46 ST Cleveland OH
00624096,03057-03059 W 46 ST Cleveland OH
00624097,03061 W 46 ST Cleveland OH
00624100,03079 W 46 ST Cleveland OH
00624101,04506  CLARK AVE Cleveland OH
00624103,04510  CLARK AVE Cleveland OH
00624104,03034 W 47 ST Cleveland OH
00624105,03069 W 47 ST Cleveland OH
00624107,03058 W 46 ST Cleveland OH
00624109,04700  CLARK AVE Cleveland OH
00625001,03299 W 82 ST Cleveland OH
00625002,03295 W 82 ST Cleveland OH
00625003,03287 W 82 ST Cleveland OH
00625004,03285 W 82 ST Cleveland OH
00625005,03281 W 82 ST Cleveland OH
00625006,03277 W 82 ST Cleveland OH
00625007,03275 W 82 ST Cleveland OH
00625008,03271 W 82 ST Cleveland OH
00625009,03267 W 82 ST Cleveland OH
00625010,08007  NEVILLE AVE Cleveland OH
00625011,08005  NEVILLE AVE Cleveland OH
00625012,08001  NEVILLE AVE Cleveland OH
00625013,07907  NEVILLE AVE Cleveland OH
00625014,07903  NEVILLE AVE Cleveland OH
00625015,07901  NEVILLE AVE Cleveland OH
00625016,07807  NEVILLE AVE Cleveland OH
00625017,07803  NEVILLE AVE Cleveland OH
00625018,07709  NEVILLE AVE Cleveland OH
00625019,07707  NEVILLE AVE Cleveland OH
00625020,07609  NEVILLE AVE Cleveland OH
00625021,07603  NEVILLE AVE Cleveland OH
00625022,07601  NEVILLE AVE Cleveland OH
00625023,07505  NEVILLE AVE Cleveland OH
00625024,07501  NEVILLE AVE Cleveland OH
00625025,07313  NEVILLE AVE Cleveland OH
00625027,07275  NEVILLE AVE Cleveland OH
00625028,03311 W 73 ST Cleveland OH
00625029,03323 W 73 ST Cleveland OH
00625031,03344 W 73 ST Cleveland OH
00625032,03340 W 73 ST Cleveland OH
00625033,03336 W 73 ST Cleveland OH
00625034,03332 W 73 ST Cleveland OH
00625035,03326 W 73 ST Cleveland OH
00625036,03322 W 73 ST Cleveland OH
00625037,07305  BERRY AVE Cleveland OH
00625038,07306  BERRY AVE Cleveland OH
00625039,03304 W 73 ST Cleveland OH
00625040,03300 W 73 ST Cleveland OH
00625041,03296 W 73 ST Cleveland OH
00625042,03292 W 73 ST Cleveland OH
00625044,07408  BERRY AVE Cleveland OH
00625045,07500  BERRY AVE Cleveland OH
00625046,07506  BERRY AVE Cleveland OH
00625047,07602  BERRY AVE Cleveland OH
00625048,07604  BERRY AVE Cleveland OH
00625049,07700  BERRY AVE Cleveland OH
00625050,07706  BERRY AVE Cleveland OH
00625051,00000  BERRY AVE Cleveland OH
00625052,07804  BERRY AVE Cleveland OH
00625053,07808  BERRY AVE Cleveland OH
00625054,07902  BERRY AVE Cleveland OH
00625055,08000  BERRY AVE Cleveland OH
00625056,08008  BERRY AVE Cleveland OH
00625057,08009  BERRY AVE Cleveland OH
00625058,08005  BERRY AVE Cleveland OH
00625059,08001  BERRY AVE Cleveland OH
00625060,07905  BERRY AVE Cleveland OH
00625061,07901  BERRY AVE Cleveland OH
00625062,07805  BERRY AVE Cleveland OH
00625063,07801  BERRY AVE Cleveland OH
00625064,07705  BERRY AVE Cleveland OH
00625065,07701  BERRY AVE Cleveland OH
00625066,07605  BERRY AVE Cleveland OH
00625067,07601  BERRY AVE Cleveland OH
00625068,07505  BERRY AVE Cleveland OH
00625069,07501  BERRY AVE Cleveland OH
00625070,07403  BERRY AVE Cleveland OH
00625071,07404  DENISON AVE Cleveland OH
00625072,07406  DENISON AVE Cleveland OH
00625073,07500  DENISON AVE Cleveland OH
00625074,07506--07508  DENISON AVE Cleveland OH
00625075,07600  DENISON AVE Cleveland OH
00625077,07612  DENISON AVE Cleveland OH
00625078,07700  DENISON AVE Cleveland OH
00625079,07800  DENISON AVE Cleveland OH
00625080,08104  DENISON AVE Cleveland OH
00625081,08108  DENISON AVE Cleveland OH
00625082,08112  DENISON AVE Cleveland OH
00625083,07903  BERRY AVE Cleveland OH
00626001,03259 W 82 ST Cleveland OH
00626002,03255 W 82 ST Cleveland OH
00626003,03253 W 82 ST Cleveland OH
00626004,03249 W 82 ST Cleveland OH
00626005,03245 W 82 ST Cleveland OH
00626006,03241 W 82 ST Cleveland OH
00626007,03237 W 82 ST Cleveland OH
00626008,03231 W 82 ST Cleveland OH
00626009,03227 W 82 ST Cleveland OH
00626010,03225 W 82 ST Cleveland OH
00626011,03223 W 82 ST Cleveland OH
00626012,03219 W 82 ST Cleveland OH
00626013,03215 W 82 ST Cleveland OH
00626014,03211 W 82 ST Cleveland OH
00626015,03203 W 82 ST Cleveland OH
00626016,03199 W 82 ST Cleveland OH
00626017,03197 W 82 ST Cleveland OH
00626018,03193 W 82 ST Cleveland OH
00626019,03189 W 82 ST Cleveland OH
00626020,03185 W 82 ST Cleveland OH
00626021,03181 W 82 ST Cleveland OH
00626022,08007  BRINSMADE AVE Cleveland OH
00626023,08005  BRINSMADE AVE Cleveland OH
00626024,07913  BRINSMADE AVE Cleveland OH
00626025,07909  BRINSMADE AVE Cleveland OH
00626026,07905  BRINSMADE AVE Cleveland OH
00626027,07901  BRINSMADE AVE Cleveland OH
00626028,07809  BRINSMADE AVE Cleveland OH
00626029,07805  BRINSMADE AVE Cleveland OH
00626030,07801  BRINSMADE AVE Cleveland OH
00626031,07709  BRINSMADE AVE Cleveland OH
00626032,07705  BRINSMADE AVE Cleveland OH
00626033,07703  BRINSMADE AVE Cleveland OH
00626034,07611  BRINSMADE AVE Cleveland OH
00626035,07605  BRINSMADE AVE Cleveland OH
00626036,07601  BRINSMADE AVE Cleveland OH
00626037,07511  BRINSMADE AVE Cleveland OH
00626038,07507  BRINSMADE AVE Cleveland OH
00626039,7501--07503  BRINSMADE AVE Cleveland OH
00626040,07411  BRINSMADE AVE Cleveland OH
00626041,07407  BRINSMADE AVE Cleveland OH
00626042,07401  BRINSMADE AVE Cleveland OH
00626043,03190 W 73 ST Cleveland OH
00626044,03196 W 73 ST Cleveland OH
00626045,03200 W 73 ST Cleveland OH
00626046,03204 W 73 ST Cleveland OH
00626047,07312  DEARBORNE AVE Cleveland OH
00626048,03212-03214 W 73 ST Cleveland OH
00626049,03224 W 73 ST Cleveland OH
00626050,03228 W 73 ST Cleveland OH
00626051,03232 W 73 ST Cleveland OH
00626052,03236 W 73 ST Cleveland OH
00626053,03240 W 73 ST Cleveland OH
00626054,03244 W 73 ST Cleveland OH
00626055,03248 W 73 ST Cleveland OH
00626056,03256 W 73 ST Cleveland OH
00626058,03264 W 73 ST Cleveland OH
00626059,03268 W 73 ST Cleveland OH
00626060,03272 W 73 ST Cleveland OH
00626061,03274--03276 W 73 ST Cleveland OH
00626063,07402  NEVILLE AVE Cleveland OH
00626064,07406  NEVILLE AVE Cleveland OH
00626065,07410  NEVILLE AVE Cleveland OH
00626066,  NEVILLE AVE Cleveland OH
00626067,07506  NEVILLE AVE Cleveland OH
00626068,07508  NEVILLE AVE Cleveland OH
00626069,07602  NEVILLE AVE Cleveland OH
00626070,07606  NEVILLE AVE Cleveland OH
00626071,07700  NEVILLE AVE Cleveland OH
00626072,07706  NEVILLE AVE Cleveland OH
00626073,07708  NEVILLE AVE Cleveland OH
00626074,07806  NEVILLE AVE Cleveland OH
00626075,07808  NEVILLE AVE Cleveland OH
00626076,7900  NEVILLE AVE Cleveland OH
00626077,07906  NEVILLE AVE Cleveland OH
